id,speed
0,48.93396042441521
1,48.19739805276772
2,34.948216967239844
3,23.573880830347125
4,33.061344547586614
5,24.99428254618965
6,17.30174470191311
7,48.70657543518369
8,48.70657543518369
9,32.446843876924355
10,28.073510420229955
11,22.68460220271853
12,22.639453754746516
13,22.118114460573054
14,25.559819843658467
15,41.22262895931193
16,43.8246725504326
17,47.338168886036826
18,47.77179936146786
19,47.723986906141
20,46.81940873533478
21,44.623711667268566
22,19.749269528709924
23,24.74155114568233
24,24.82397690321345
25,19.725717736051887
26,19.692626944124864
27,19.07932984326239
28,16.308796464496815
29,13.92488365982956
30,23.46824766947337
31,45.45590135071807
32,47.80104919186928
33,29.82201079117132
34,22.173691619907615
35,22.247562628166982
36,19.171737101535477
37,19.42675128698986
38,43.40389757759588
39,38.90140009550465
40,42.503441513496334
41,48.04009182016054
42,48.04009182016054
43,44.79704714394432
44,19.992551964445177
45,17.764505321632317
46,17.718123885839724
47,11.353674143724623
48,41.16482356903461
49,46.39209877886194
50,46.345667198305364
51,26.15518132613365
52,23.01974627238018
53,20.431520408608723
54,19.763034561823044
55,18.255073324523615
56,16.066047296684907
57,16.099610419913994
58,29.59455180348107
59,33.30815545805268
60,42.06205821808199
61,37.64103073658237
62,40.84296146342739
63,40.84296146342739
64,42.87942935335421
65,46.826844410266524
66,46.826844410266524
67,46.080981622407876
68,43.461321737144075
69,25.06322814898748
70,21.31227201361624
71,20.790453021343723
72,18.244656103472586
73,18.48733865698776
74,17.36986034374759
75,10.667635017674105
76,42.33582369994286
77,38.78098571472318
78,42.21888298643311
79,46.54143846284457
80,13.797788566226096
81,16.01774765431861
82,20.686759193516995
83,17.07961593401455
84,15.635251576440883
85,11.852492046500737
86,20.101708627740344
87,35.88018919777202
88,42.8863369850993
89,39.2852737143788
90,47.27473497201543
91,47.227420004102335
92,46.856553801799414
93,46.3322539467646
94,29.266822018145014
95,15.65956140437451
96,22.916509854179345
97,12.127418032410509
98,10.69699325297744
99,21.252429018922484
100,41.53634309021622
101,47.37148863186559
102,14.824964182677707
103,16.552726805379287
104,15.051707984629411
105,41.471001906698284
106,36.1599250623006
107,47.44741307262417
108,44.13375294164509
109,17.007943791265497
110,11.452322189540316
111,10.355747649994012
112,19.8551100688048
113,33.499942731711336
114,35.27476499081597
115,49.05551488933439
116,48.78135478125081
117,41.962269493410965
118,21.257568768628772
119,19.19782058150308
120,18.45218905349111
121,16.97661996702963
122,31.758634711885158
123,46.8602506268478
124,46.85468796842198
125,40.44542555067909
126,38.80379792607777
127,34.69840479193198
128,39.69763799425071
129,36.38019583323267
130,48.096177251155424
131,47.80712526514526
132,47.37222533563434
133,23.062280226744765
134,19.62196772449633
135,18.70613356698857
136,37.21185689209456
137,43.679063371491694
138,48.22013729438462
139,47.93034032407985
140,47.39402537036001
141,44.935824057647615
142,28.448103219464254
143,15.453428494291991
144,19.336748931766635
145,17.99556077237637
146,17.17646263419412
147,46.52498389956172
148,46.52498389956172
149,46.47841932079318
150,46.11343485073218
151,17.42618971180547
152,17.657985378071608
153,15.998268992453193
154,10.081707564224203
155,20.36239516374229
156,33.951490330821805
157,40.31476511456813
158,36.78807719781688
159,39.667293609247444
160,47.89076679783185
161,47.89076679783185
162,47.842835273821926
163,47.4671363551881
164,44.50155941633301
165,27.848684870983245
